step,transaction_id,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,country,hour,isFraud
497,TXN0004217,CASH_OUT,93.36,C5314741,392078.99,391985.63,C4669487,182629.07,62523.23,RU,15,0
498,TXN0004218,CASH_OUT,468.21,C6107738,309403.23,308935.01999999996,C8304182,143106.29,110489.91,US,20,0
499,TXN0004219,PAYMENT,6.63,C9097233,266519.35,266512.72,M3359406,168753.22,10645.75,US,1,0
500,TXN0004220,CASH_OUT,2.05,C9718692,430523.78,430521.73000000004,C1162240,125419.89,113580.32,RU,23,0
501,TXN0004221,PAYMENT,1325.5,C4437571,56627.98,55302.48,M3814063,5001.43,172224.2,BR,0,0
502,TXN0004222,DEBIT,241.99,C4601983,132649.31,132407.32,C3985479,27766.47,147205.49,US,7,0
503,TXN0004223,TRANSFER,2583.82,C8564313,80088.66,77504.84,C7448833,17651.57,22340.63,US,1,0
504,TXN0004224,TRANSFER,15.69,C6810325,82812.15,82796.45999999999,C5867630,178107.48,98821.49,KE,23,0
505,TXN0004225,PAYMENT,692.15,C2399911,222967.06,222274.91,M7725840,197443.21,93656.25,US,13,0
506,TXN0004226,DEBIT,10276.71,C7902725,476542.48,466265.76999999996,C3276657,19170.14,37760.41,US,10,0
507,TXN0004227,TRANSFER,566.46,C5304858,216155.12,215588.66,C3840131,8159.17,114674.46,US,0,0
508,TXN0004228,PAYMENT,425.46,C6670844,320358.24,319932.77999999997,M4501668,2385.13,158388.18,US,21,0
509,TXN0004229,PAYMENT,248.92,C9756127,389653.16,389404.24,M5714597,5493.73,64470.38,US,10,0
510,TXN0004230,TRANSFER,10.57,C9851956,250900.3,250889.72999999998,C5352979,97877.66,12456.95,US,9,0
511,TXN0004231,DEBIT,3681.76,C9459200,218081.96,214400.19999999998,C5202748,146767.31,111826.51,CN,1,0
512,TXN0004232,CASH_OUT,72.12,C1397560,196351.69,196279.57,C8541460,101987.38,64386.14,BR,1,0
513,TXN0004233,CASH_OUT,671.13,C1130501,248775.31,248104.18,C2412821,118988.6,88538.18,US,5,0
514,TXN0004234,CASH_IN,10.74,C3307628,282353.92,282343.18,C4144020,109428.7,47251.63,US,22,0
515,TXN0004235,PAYMENT,23.13,C2810933,375703.24,375680.11,M2509796,51123.78,85435.53,US,6,0
516,TXN0004236,PAYMENT,4316.39,C7431574,15517.05,11200.66,M9961776,7908.05,5894.04,UA,19,0
517,TXN0004237,TRANSFER,122.17,C7731518,32107.98,31985.81,C6281435,54633.02,190192.72,BR,20,0
518,TXN0004238,DEBIT,4476.29,C2488398,24511.93,20035.64,C8732422,70328.74,162399.34,US,17,0
519,TXN0004239,TRANSFER,209.25,C8308661,278075.33,277866.08,C9559989,32705.52,191065.32,KE,20,0
520,TXN0004240,DEBIT,6.15,C1939699,369138.05,369131.89999999997,C8513357,126943.99,108604.95,CN,9,0
521,TXN0004241,PAYMENT,1457.0,C5134788,60235.17,58778.17,M9744546,19959.69,150612.72,US,3,0
522,TXN0004242,DEBIT,75.2,C6624867,249923.78,249848.58,C7826219,87795.62,180423.84,BR,14,0
523,TXN0004243,CASH_OUT,989.68,C6676201,133987.17,132997.49000000002,C3168393,7802.11,30655.71,US,0,0
524,TXN0004244,PAYMENT,257.35,C8082763,165553.09,165295.74,M6140935,174000.34,93340.25,UA,15,0
525,TXN0004245,DEBIT,11.18,C3163192,332740.33,332729.15,C3559706,140793.72,70001.36,RU,8,0
526,TXN0004246,PAYMENT,339.88,C8585250,436987.81,436647.93,M9469165,27196.98,172407.55,NG,21,0
527,TXN0004247,CASH_OUT,19780.39,C1995202,318055.49,298275.1,C6927613,104826.88,111125.76,BR,5,0
528,TXN0004248,DEBIT,655.88,C7052563,249425.44,248769.56,C9422687,123879.83,175281.5,KE,5,0
529,TXN0004249,PAYMENT,218.1,C6695030,445874.59,445656.49000000005,M8928874,140005.55,50987.21,CN,5,0
530,TXN0004250,DEBIT,2102.09,C5071469,200441.95,198339.86000000002,C9439429,121285.34,105701.71,NG,22,0
531,TXN0004251,DEBIT,372.91,C5801334,142998.83,142625.91999999998,C9954259,49692.39,111447.35,US,14,0
532,TXN0004252,TRANSFER,372.06,C7591745,65435.38,65063.32,C6818395,110571.4,132302.69,US,2,0
533,TXN0004253,TRANSFER,27.57,C3609207,124464.19,124436.62,C8941011,171377.52,178990.83,KE,7,0
534,TXN0004254,CASH_IN,390.6,C3651430,426049.83,425659.23000000004,C1948263,49168.64,155908.89,NG,6,0
535,TXN0004255,PAYMENT,1940.86,C3234600,187199.53,185258.67,M2541259,176447.77,196989.84,BR,8,0
536,TXN0004256,PAYMENT,45.96,C7972650,200575.77,200529.81,M4553086,111320.95,36389.48,GB,16,0
537,TXN0004257,PAYMENT,4225.92,C7114240,16077.26,11851.34,M8706951,72613.96,143320.35,US,11,0
538,TXN0004258,CASH_OUT,203.69,C6141927,135447.56,135243.87,C4412247,21050.58,67906.79,US,4,0
539,TXN0004259,DEBIT,41.45,C5445570,495813.35,495771.89999999997,C5916190,57763.78,153061.85,US,20,0
540,TXN0004260,PAYMENT,1799.5,C9916731,89815.91,88016.41,M6021129,75713.08,101133.42,CN,9,0
541,TXN0004261,DEBIT,137.88,C2251485,312020.22,311882.33999999997,C3708178,54622.15,98223.84,US,13,0
542,TXN0004262,CASH_OUT,1117.7,C5222411,144136.69,143018.99,C7499412,34705.89,88185.42,CN,16,0
543,TXN0004263,PAYMENT,136.52,C4597163,441076.22,440939.69999999995,M9863607,113983.9,23651.03,US,20,0
544,TXN0004264,PAYMENT,217.1,C1035233,232358.86,232141.75999999998,M2026015,73716.78,188773.95,GB,8,0
545,TXN0004265,PAYMENT,656.63,C9875688,428316.07,427659.44,M4695034,35484.43,137472.83,RU,18,0
546,TXN0004266,PAYMENT,437.81,C6697615,406383.51,405945.7,M8810424,64856.37,39313.97,RU,8,0
547,TXN0004267,PAYMENT,4.52,C9441827,70157.02,70152.5,M2539981,180817.81,47722.39,NG,9,0
548,TXN0004268,TRANSFER,25.98,C7441237,154269.26,154243.28,C3818423,53730.23,83152.54,MX,20,0
549,TXN0004269,TRANSFER,1569.98,C7530639,362696.9,361126.92000000004,C2916492,48469.11,89174.78,US,19,0
550,TXN0004270,TRANSFER,187.87,C2718655,399489.82,399301.95,C3466840,119544.26,140010.71,GB,16,0
551,TXN0004271,PAYMENT,85.84,C6673473,212370.32,212284.48,M1150226,87554.14,69999.25,DE,8,0
552,TXN0004272,PAYMENT,16.17,C2803233,159210.55,159194.37999999998,M3763038,16279.33,8819.99,US,6,0
553,TXN0004273,CASH_IN,28.23,C1884213,455182.24,455154.01,C4141473,185671.17,124196.8,RU,17,0
554,TXN0004274,TRANSFER,4.29,C9580496,319435.85,319431.56,C4805670,78222.14,15989.67,US,5,0
555,TXN0004275,CASH_OUT,199.82,C5955264,185962.83,185763.00999999998,C3365753,76145.34,120902.18,DE,19,0
556,TXN0004276,CASH_OUT,73.93,C8594351,437548.18,437474.25,C9476771,57183.52,55652.91,US,1,0
557,TXN0004277,PAYMENT,35.4,C5318257,6920.24,6884.84,M7580973,33915.98,141111.32,NG,15,0
558,TXN0004278,CASH_OUT,213.52,C8099077,359201.45,358987.93,C2136315,140926.14,168611.38,US,11,0
559,TXN0004279,CASH_OUT,506.71,C5584551,487642.99,487136.27999999997,C8666471,179078.22,179533.91,BR,22,0
560,TXN0004280,CASH_OUT,16097.12,C9453083,296516.7,280419.58,C3859450,114956.3,132015.48,US,10,0
561,TXN0004281,CASH_OUT,11.9,C9969806,194976.34,194964.44,C4506027,125146.93,8072.24,NG,15,0
562,TXN0004282,CASH_OUT,2486.83,C5573373,51688.44,49201.61,C9983954,45977.09,11134.96,US,8,0
563,TXN0004283,PAYMENT,1713.35,C8275450,437286.33,435572.98000000004,M1426420,126534.68,123794.44,RU,17,0
564,TXN0004284,CASH_IN,51.51,C8139290,427297.34,427245.83,C1252972,61450.83,93600.59,NG,11,0
565,TXN0004285,CASH_IN,367.41,C1286741,163326.69,162959.28,C9156572,17414.51,17720.53,US,5,0
566,TXN0004286,PAYMENT,97.98,C7533381,331642.81,331544.83,M3771505,57142.45,20756.62,US,20,0
567,TXN0004287,PAYMENT,354.74,C3192039,172616.21,172261.47,M5654386,69807.97,157235.6,US,16,0
568,TXN0004288,CASH_OUT,5005.35,C6396396,186750.51,181745.16,C7799464,94125.9,90631.36,US,8,0
569,TXN0004289,CASH_OUT,821.57,C6550773,411478.43,410656.86,C1638664,185307.24,154688.22,MX,13,0
570,TXN0004290,TRANSFER,676.69,C4749859,437741.73,437065.04,C9151054,70523.96,184096.96,US,23,0
571,TXN0004291,PAYMENT,103.48,C2275882,85266.24,85162.76000000001,M3859900,110161.87,58087.96,US,23,0
572,TXN0004292,TRANSFER,12.58,C1861987,329835.82,329823.24,C2380613,170383.59,117797.7,GB,5,0
573,TXN0004293,CASH_OUT,161.27,C3938627,281303.94,281142.67,C5592780,32421.7,157307.63,GB,13,0
574,TXN0004294,TRANSFER,2733.17,C5274755,71104.57,68371.40000000001,C1884752,53840.99,87531.33,GB,21,0
575,TXN0004295,PAYMENT,11.54,C5399459,171244.33,171232.78999999998,M2504517,56573.71,82970.13,MX,4,0
576,TXN0004296,CASH_OUT,29.66,C8881693,110688.09,110658.43,C6371452,198638.1,135142.99,BR,10,0
577,TXN0004297,CASH_OUT,314.99,C9087865,352716.43,352401.44,C7293403,14064.62,26168.2,US,19,0
578,TXN0004298,TRANSFER,34.15,C3811508,135559.78,135525.63,C1365165,158120.7,40898.62,RU,4,1
579,TXN0004299,DEBIT,50.15,C2278920,263605.03,263554.88,C2156752,37771.09,28784.61,RU,15,0
580,TXN0004300,PAYMENT,104.88,C7415565,498300.01,498195.13,M6860757,131802.34,138308.72,UA,6,0
581,TXN0004301,PAYMENT,15.94,C2718148,240481.56,240465.62,M2106570,9653.94,49041.77,GB,12,0
582,TXN0004302,CASH_IN,34.87,C4882367,252301.7,252266.83000000002,C2026015,17367.44,130021.0,US,9,0
583,TXN0004303,PAYMENT,999.1,C8212278,332485.14,331486.04000000004,M1909686,120978.32,39843.31,BR,20,0
584,TXN0004304,PAYMENT,17.91,C1809992,342076.74,342058.83,M3656601,48059.08,83100.84,US,18,0
585,TXN0004305,CASH_OUT,10.02,C7932270,469771.29,469761.26999999996,C9366306,83207.56,153048.94,GB,14,0
586,TXN0004306,TRANSFER,69.4,C6220262,174296.96,174227.56,C6990816,179902.87,100852.85,US,1,0
587,TXN0004307,CASH_OUT,1057.76,C5196288,179114.1,178056.34,C4389708,10104.38,76363.74,MX,3,0
588,TXN0004308,PAYMENT,165.03,C6287073,102711.77,102546.74,M7232128,123653.77,150221.52,DE,17,0
589,TXN0004309,PAYMENT,96.63,C5185730,326400.57,326303.94,M4164053,73044.69,149041.41,DE,6,0
590,TXN0004310,PAYMENT,267.39,C9724513,168180.59,167913.19999999998,M6283161,4567.6,75303.21,GB,14,0
591,TXN0004311,PAYMENT,7.45,C3325566,7102.87,7095.42,M8089819,21224.72,126448.4,NG,22,0
592,TXN0004312,PAYMENT,658.14,C5982056,407483.24,406825.1,M6128956,21472.49,187252.23,NG,5,0
593,TXN0004313,CASH_IN,526.83,C5792398,367380.28,366853.45,C5105106,90633.18,175750.05,US,4,0
594,TXN0004314,DEBIT,107.92,C8610341,27265.89,27157.97,C5181690,87356.45,65438.3,CN,1,0
595,TXN0004315,TRANSFER,1829.59,C3833249,83864.39,82034.8,C6786069,154996.66,72244.89,US,7,0
596,TXN0004316,CASH_OUT,25.66,C8616027,384205.2,384179.54000000004,C8752700,52893.51,197272.79,US,17,0
597,TXN0004317,CASH_OUT,2335.12,C2419895,415075.67,412740.55,C6035780,145045.7,124988.15,US,2,0
598,TXN0004318,PAYMENT,333.28,C5635519,418105.45,417772.17,M6260786,199687.36,86511.8,US,9,0
599,TXN0004319,DEBIT,124.82,C3422288,412333.21,412208.39,C4997281,14510.06,74080.26,US,8,0
600,TXN0004320,TRANSFER,235.16,C3620785,187840.43,187605.27,C9830165,178115.88,157492.6,RU,10,0
601,TXN0004321,CASH_OUT,197.45,C8884051,299558.15,299360.7,C9188419,136971.13,75150.11,US,1,0
602,TXN0004322,CASH_IN,2808.95,C4833760,245046.27,242237.31999999998,C8105470,180739.53,148580.75,MX,10,0
603,TXN0004323,CASH_IN,28.41,C1467394,398728.42,398700.01,C1961263,92285.24,180061.8,US,2,0
604,TXN0004324,PAYMENT,53.25,C9309537,134924.86,134871.61,M5048568,134584.16,21169.18,DE,1,0
605,TXN0004325,PAYMENT,1944.2,C6000830,373263.59,371319.39,M1211004,160378.3,149151.18,CN,4,0
606,TXN0004326,TRANSFER,74.36,C5499558,240715.73,240641.37000000002,C6872868,129519.4,143511.54,DE,15,0
607,TXN0004327,CASH_OUT,1481.88,C4375888,380140.36,378658.48,C3105575,100424.65,184085.23,MX,15,0
608,TXN0004328,CASH_IN,7323.71,C1876263,453634.83,446311.12,C8095167,14047.27,71714.77,US,16,0
609,TXN0004329,TRANSFER,109.55,C6454293,417925.4,417815.85000000003,C7120423,82916.6,197152.74,BR,2,0
610,TXN0004330,DEBIT,955.97,C1723916,210288.9,209332.93,C5018375,50176.84,127845.33,MX,12,0
611,TXN0004331,TRANSFER,24.35,C7215888,59709.28,59684.93,C6261059,117402.48,83065.22,NG,2,0
612,TXN0004332,PAYMENT,1107.06,C3209540,453149.61,452042.55,M5375482,29718.14,78985.3,UA,16,0
613,TXN0004333,TRANSFER,364.62,C3158544,474397.66,474033.04,C2367748,90209.9,147815.14,BR,13,0
614,TXN0004334,TRANSFER,630.22,C7506753,276723.0,276092.78,C9155137,101493.55,121303.38,RU,18,0
615,TXN0004335,TRANSFER,67.28,C4325192,285826.76,285759.48,C2430670,98932.12,10190.05,UA,1,0
616,TXN0004336,CASH_OUT,8.83,C7520987,90215.47,90206.64,C4073627,84391.25,26629.42,US,18,0
617,TXN0004337,PAYMENT,669.48,C3021677,241338.43,240668.94999999998,M3250547,153230.21,22119.25,NG,22,0
618,TXN0004338,TRANSFER,3.95,C2810583,285334.03,285330.08,C2517948,199239.06,130317.12,RU,13,0
619,TXN0004339,DEBIT,129.71,C7087122,113111.1,112981.39,C6803214,157623.36,34755.35,US,13,0
620,TXN0004340,PAYMENT,1607.38,C4163564,208589.37,206981.99,M6843470,70557.11,90954.76,US,23,0
621,TXN0004341,TRANSFER,359.17,C5854173,383175.57,382816.4,C3788395,59593.72,1679.96,RU,2,1
622,TXN0004342,CASH_IN,12048.38,C1592818,427572.49,415524.11,C4642131,3693.24,150479.44,US,6,0
623,TXN0004343,TRANSFER,1901.16,C9787251,354724.16,352823.0,C3921160,41403.74,158760.62,US,22,0
624,TXN0004344,PAYMENT,66.17,C4846483,419526.38,419460.21,M6730101,102970.4,150559.16,US,17,0
625,TXN0004345,PAYMENT,258.43,C5074092,343366.16,343107.73,M1055463,140713.73,116538.33,NG,21,0
626,TXN0004346,CASH_OUT,222.57,C7930312,330658.17,330435.6,C3327677,193554.55,174924.24,CN,6,0
627,TXN0004347,CASH_OUT,10.34,C2575166,251258.3,251247.96,C3744403,6004.0,187851.32,US,15,0
628,TXN0004348,CASH_OUT,37.31,C8111840,196621.98,196584.67,C7458184,60743.7,35037.37,US,23,0
629,TXN0004349,PAYMENT,79.72,C5131612,207072.9,206993.18,M3656930,103084.32,67257.46,DE,18,0
630,TXN0004350,PAYMENT,4.17,C9243243,358562.71,358558.54000000004,M1826250,55615.87,198634.88,BR,19,0
631,TXN0004351,DEBIT,269.07,C9230363,109353.82,109084.75,C7060383,133258.93,21531.17,CN,6,0
632,TXN0004352,PAYMENT,148.69,C5209965,63072.2,62923.509999999995,M6753744,66004.47,90325.59,BR,22,0
633,TXN0004353,PAYMENT,8.62,C6742901,406645.79,406637.17,M1795848,49904.97,73830.72,DE,23,0
634,TXN0004354,CASH_OUT,549.18,C2033269,394843.19,394294.01,C8651774,56807.75,170863.27,US,12,0
635,TXN0004355,PAYMENT,1024.28,C2212136,177770.0,176745.72,M9396952,191240.05,47591.77,GB,19,0
636,TXN0004356,CASH_OUT,385.32,C3839515,453467.43,453082.11,C1066735,93361.0,99330.35,US,3,0
637,TXN0004357,PAYMENT,127.98,C2497427,199979.36,199851.37999999998,M5128736,88092.69,167829.0,US,11,0
638,TXN0004358,PAYMENT,798.62,C3793800,351569.15,350770.53,M3246094,21704.17,113499.37,GB,12,0
639,TXN0004359,TRANSFER,953.79,C5511285,444685.17,443731.38,C1397585,171170.36,116080.24,KE,18,0
640,TXN0004360,PAYMENT,452.51,C5295390,229009.19,228556.68,M6366022,172688.24,15364.84,DE,13,0
641,TXN0004361,DEBIT,47.03,C9993522,171630.64,171583.61000000002,C8330458,191323.16,183126.33,US,23,0
642,TXN0004362,CASH_OUT,425.47,C2516726,297168.95,296743.48000000004,C7165694,37501.62,189217.94,MX,23,0
643,TXN0004363,CASH_OUT,2673.01,C7116865,191811.62,189138.61,C4158636,56955.4,30846.86,US,3,0
644,TXN0004364,TRANSFER,74.2,C7963691,53037.88,52963.68,C7423351,6867.53,106210.58,GB,21,0
645,TXN0004365,CASH_OUT,16250.5,C8354140,358.53,0.0,C3278549,142391.24,110116.12,US,7,0
646,TXN0004366,CASH_OUT,85.52,C2118896,5703.28,5617.759999999999,C3649849,170485.43,85722.07,UA,19,0
647,TXN0004367,PAYMENT,261.08,C3749647,99670.54,99409.45999999999,M1292797,154868.96,100657.42,NG,9,0
648,TXN0004368,CASH_IN,63.75,C7297080,210263.72,210199.97,C7066594,20128.09,125785.31,US,20,0
649,TXN0004369,PAYMENT,382.43,C7805373,245191.81,244809.38,M6468980,117790.65,97823.71,US,6,0
650,TXN0004370,PAYMENT,7.5,C5372810,409350.35,409342.85,M7561459,15178.93,50251.52,US,7,0
651,TXN0004371,CASH_OUT,82.1,C6733098,493866.7,493784.60000000003,C5539009,149252.76,48217.36,UA,20,0
652,TXN0004372,CASH_OUT,27.54,C6935558,484053.2,484025.66000000003,C9681943,32165.6,42469.04,NG,3,1
653,TXN0004373,PAYMENT,320.75,C3954424,419560.11,419239.36,M8087059,54424.4,99067.57,NG,10,0
654,TXN0004374,CASH_OUT,1788.07,C1817111,281775.31,279987.24,C1548033,18124.71,58776.24,RU,9,1
655,TXN0004375,PAYMENT,890.7,C6292939,384283.25,383392.55,M8832372,14067.91,115981.4,US,0,0
656,TXN0004376,PAYMENT,2.13,C1585896,104817.45,104815.31999999999,M8562241,51526.63,88205.59,RU,10,0
657,TXN0004377,DEBIT,14532.45,C4888833,364232.06,349699.61,C6184666,150647.5,46395.42,US,12,0
658,TXN0004378,CASH_OUT,441.67,C1544132,52317.26,51875.590000000004,C5635450,115048.07,99562.17,US,16,0
659,TXN0004379,CASH_OUT,51.78,C3406718,100563.92,100512.14,C2832248,132059.09,127480.21,US,9,0
660,TXN0004380,CASH_OUT,335.04,C3938418,315129.36,314794.32,C7013992,39263.78,70674.55,US,18,0
661,TXN0004381,TRANSFER,348.06,C1241600,83026.06,82678.0,C5929261,62702.71,89696.15,CN,2,0
662,TXN0004382,CASH_OUT,64.48,C1609875,380166.32,380101.84,C4829723,89531.65,83747.54,US,17,0
663,TXN0004383,TRANSFER,363.52,C8217658,496872.23,496508.70999999996,C1608572,104717.65,187583.65,US,5,0
664,TXN0004384,DEBIT,72.61,C2191747,390549.83,390477.22000000003,C4389207,129533.14,112835.0,DE,0,0
665,TXN0004385,DEBIT,108.99,C8891744,266876.55,266767.56,C4655209,139944.29,38884.88,US,21,0
666,TXN0004386,CASH_OUT,62.02,C9565329,203733.52,203671.5,C4297610,126727.81,174519.53,US,18,0
667,TXN0004387,DEBIT,13.94,C1143000,192414.28,192400.34,C4025947,33368.82,882.97,US,16,0
668,TXN0004388,PAYMENT,327.56,C6182772,275465.71,275138.15,M2339574,164980.64,21087.9,US,7,0
669,TXN0004389,DEBIT,788.87,C9545555,28240.19,27451.32,C7961896,81198.34,90463.92,NG,14,0
670,TXN0004390,PAYMENT,685.24,C3291687,381619.66,380934.42,M3261128,184373.47,106133.22,DE,1,0
671,TXN0004391,CASH_IN,1261.24,C8447590,401913.56,400652.32,C6361826,100696.29,150480.3,US,11,0
672,TXN0004392,PAYMENT,468.1,C1217084,208822.85,208354.75,M4510031,105972.89,22152.84,US,15,0
673,TXN0004393,DEBIT,84.31,C3847893,379811.39,379727.08,C5467578,75601.01,68320.73,NG,5,0
674,TXN0004394,DEBIT,1312.03,C2076163,461714.3,460402.26999999996,C4176646,95324.98,51752.73,US,13,0
675,TXN0004395,TRANSFER,16.2,C6187094,114439.73,114423.53,C6307556,143835.21,194512.38,US,5,0
676,TXN0004396,PAYMENT,40.39,C9694087,73108.29,73067.9,M9922855,144060.14,130939.03,DE,4,0
677,TXN0004397,CASH_IN,35.57,C1814209,408185.99,408150.42,C2887468,152379.51,20605.14,US,3,0
678,TXN0004398,PAYMENT,2122.0,C8260853,446577.36,444455.36,M8991377,172920.21,14913.54,GB,17,0
679,TXN0004399,TRANSFER,1612.56,C5812530,247222.72,245610.16,C8054145,82741.57,173131.82,US,11,0
680,TXN0004400,CASH_IN,648.47,C1155112,252002.43,251353.96,C4393588,171896.21,44667.88,US,2,0
681,TXN0004401,TRANSFER,2087.79,C2015565,379701.08,377613.29000000004,C3977577,184347.98,59839.05,US,13,0
682,TXN0004402,CASH_OUT,42.16,C6773083,101375.26,101333.09999999999,C7322030,115616.76,48841.97,US,6,0
683,TXN0004403,CASH_OUT,491.37,C7032508,139448.22,138956.85,C3322079,63358.48,176126.27,US,1,0
684,TXN0004404,TRANSFER,190.5,C8893828,469283.56,469093.06,C9899743,108783.19,164777.48,CN,12,0
685,TXN0004405,PAYMENT,1331.1,C3788171,497685.11,496354.01,M5518835,92797.45,75507.21,MX,4,0
686,TXN0004406,CASH_OUT,194.33,C7537807,357628.26,357433.93,C3696178,187104.99,191716.68,BR,20,0
687,TXN0004407,PAYMENT,113.31,C8012316,476337.31,476224.0,M4017604,93878.59,41823.55,KE,20,0
688,TXN0004408,CASH_OUT,721.85,C5682675,280133.19,279411.34,C8878309,105321.89,114159.52,NG,22,0
689,TXN0004409,DEBIT,1411.4,C3061124,89426.55,88015.15000000001,C3600753,18055.28,158837.11,CN,8,0
690,TXN0004410,CASH_IN,64.28,C4739980,255214.35,255150.07,C3340386,37085.96,48130.6,BR,12,0
691,TXN0004411,CASH_OUT,216.56,C2590365,180265.39,180048.83000000002,C9418809,107831.26,32837.32,US,8,0
692,TXN0004412,CASH_OUT,29.46,C9889191,42769.1,42739.64,C5010366,69431.28,44931.6,GB,1,0
693,TXN0004413,PAYMENT,1.66,C3659413,75331.29,75329.62999999999,M9473942,133547.59,174215.71,NG,10,0
694,TXN0004414,PAYMENT,365.37,C8495677,180144.75,179779.38,M7380431,116842.66,87337.25,US,16,0
695,TXN0004415,PAYMENT,827.0,C4266506,389730.34,388903.34,M3478986,104901.81,34523.82,GB,1,0
696,TXN0004416,CASH_OUT,413.28,C9996728,192967.33,192554.05,C6263495,77320.27,137044.5,KE,6,0
697,TXN0004417,CASH_OUT,4.96,C3933311,10142.36,10137.400000000001,C4538323,35418.67,119596.98,US,11,0
698,TXN0004418,CASH_OUT,121.3,C5856664,233415.36,233294.06,C7628011,15606.82,40471.48,DE,6,0
699,TXN0004419,PAYMENT,2.9,C5924337,20940.18,20937.28,M7500246,78826.31,178432.14,NG,23,0
700,TXN0004420,CASH_OUT,3787.28,C1239603,472341.05,468553.76999999996,C4952989,9820.3,165074.28,MX,12,0
701,TXN0004421,PAYMENT,27.88,C9382060,285481.59,285453.71,M5719224,161402.88,47908.46,CN,13,0
702,TXN0004422,DEBIT,3013.35,C4734099,114369.02,111355.67,C1579978,190149.9,19584.26,US,22,0
703,TXN0004423,TRANSFER,1622.53,C7297251,89461.85,87839.32,C8239919,72566.63,63630.75,MX,4,0
704,TXN0004424,PAYMENT,40.4,C1044636,317830.49,317790.08999999997,M9949333,30452.71,179012.9,NG,12,0
705,TXN0004425,TRANSFER,25.39,C2746373,255725.06,255699.66999999998,C1030749,146222.87,154827.48,RU,2,1
706,TXN0004426,CASH_OUT,493.11,C2008884,433152.53,432659.42000000004,C4064461,3517.5,20780.77,UA,9,0
707,TXN0004427,PAYMENT,45.21,C6628763,255556.18,255510.97,M4342887,181802.84,143811.13,CN,3,0
708,TXN0004428,DEBIT,300.36,C3249784,138728.14,138427.78000000003,C6238913,77772.3,98321.3,KE,13,0
709,TXN0004429,CASH_OUT,93.16,C6359473,436820.19,436727.03,C8896000,86114.69,11195.67,US,4,0
710,TXN0004430,PAYMENT,6.94,C5593695,448454.91,448447.97,M3564838,39008.43,53215.35,GB,18,0
711,TXN0004431,PAYMENT,2.83,C1234643,38132.28,38129.45,M8732870,137403.36,151189.89,US,0,0
712,TXN0004432,CASH_OUT,385.05,C7289148,84465.36,84080.31,C1402287,127738.8,149805.82,BR,0,0
713,TXN0004433,DEBIT,79.59,C8276632,47142.96,47063.37,C8457582,186018.35,131411.63,RU,7,0
714,TXN0004434,DEBIT,80.95,C9382165,127362.22,127281.27,C2351890,71366.35,147108.48,CN,10,0
715,TXN0004435,PAYMENT,984.1,C3782239,376871.5,375887.4,M5910805,1157.31,156600.56,CN,5,0
716,TXN0004436,CASH_OUT,2557.75,C2211733,393069.2,390511.45,C6981713,199881.57,70843.03,US,16,0
717,TXN0004437,PAYMENT,141.87,C8390152,273771.63,273629.76,M7584654,83411.09,86022.25,US,5,0
718,TXN0004438,TRANSFER,123.82,C1763145,379621.77,379497.95,C6496379,27174.21,149967.13,NG,7,0
719,TXN0004439,CASH_OUT,665.33,C4887009,119304.89,118639.56,C5955089,73074.95,148373.82,US,22,0
720,TXN0004440,PAYMENT,16.22,C5204411,407041.91,407025.69,M7667822,112230.76,101165.66,GB,7,0
721,TXN0004441,PAYMENT,382.34,C1793107,240915.65,240533.31,M4891786,42097.34,116806.4,US,8,0
722,TXN0004442,PAYMENT,737.87,C6978769,9578.85,8840.98,M9800406,104547.37,128113.14,US,0,0
723,TXN0004443,DEBIT,953.81,C5823151,327680.33,326726.52,C7903232,129769.9,103068.47,DE,18,0
724,TXN0004444,DEBIT,5.09,C6581778,376974.43,376969.33999999997,C1960095,102231.51,99115.5,US,21,0
725,TXN0004445,PAYMENT,53.37,C1465261,58959.22,58905.85,M6284035,93324.89,34079.09,US,6,0
726,TXN0004446,PAYMENT,42.24,C1872176,126567.37,126525.12999999999,M9108470,138174.49,113600.02,US,18,0
727,TXN0004447,CASH_OUT,298.8,C8913234,242212.55,241913.75,C3095041,40081.86,51240.02,US,22,0
728,TXN0004448,TRANSFER,640.01,C9457812,457678.35,457038.33999999997,C5647978,97352.67,41621.48,RU,10,0
729,TXN0004449,PAYMENT,4882.54,C5666356,202430.66,197548.12,M7347837,27020.1,78751.61,KE,14,0
730,TXN0004450,CASH_OUT,90.93,C5902041,131658.26,131567.33000000002,C8884678,314.42,87271.28,US,17,0
731,TXN0004451,CASH_OUT,90.46,C9406571,177795.09,177704.63,C3581182,117126.06,56407.85,DE,17,0
732,TXN0004452,TRANSFER,2439.0,C5145090,58483.35,56044.35,C7123946,141710.32,96630.24,US,12,0
733,TXN0004453,TRANSFER,442.82,C3221280,209367.85,208925.03,C8223578,43405.69,148113.05,US,17,0
734,TXN0004454,TRANSFER,3088.07,C7717309,261619.88,258531.81,C8883284,129505.07,13411.18,NG,4,0
735,TXN0004455,TRANSFER,435.92,C9178636,443203.03,442767.11000000004,C7467175,122655.29,2284.81,US,16,0
736,TXN0004456,CASH_IN,24.19,C7004501,299707.79,299683.6,C5032057,176494.41,79426.31,US,22,0
737,TXN0004457,CASH_OUT,17.01,C6800318,90420.22,90403.21,C4157573,58055.95,173015.25,GB,14,0
